Wyksztalcenie,Dochod,LDniOdOstWizyty,WydatkiWino,WydatkiOwoce,WydatkiMieso,WydatkiRyby,WydatkiSlodycze,IloscZakupowInternet,IloscZakupowKatalog,IloscZakupowWSklepie,LOdwiedzinStrony,OdKiedyKlient,Wiek,Spent,MieszkaZ,LDzieci,LOsobGospDom,CzyRodzic
Graduate,81217.0,77,493,70,324,146,40,3,7,11,1,11.589322381930184,36,1157,Alone,0,1,0
Graduate,49090.0,45,494,5,82,7,0,7,2,9,7,11.589322381930184,74,688,Alone,1,2,1
Postgraduate,61787.0,71,621,73,414,78,48,8,4,6,5,11.624914442162902,38,1319,Alone,0,1,0
Postgraduate,18169.0,40,9,0,5,0,0,1,0,2,8,12.0,40,21,Partner,1,3,1
Undergraduate,24336.0,82,1,6,2,8,2,1,0,2,7,12.48186173853525,44,31,Alone,1,2,1
Graduate,18222.0,70,12,4,19,12,6,2,0,3,8,12.136892539356603,35,67,Partner,0,2,0
Graduate,62335.0,87,243,131,217,85,6,3,3,13,2,11.745379876796717,73,708,Alone,1,2,1
Undergraduate,42033.0,95,11,1,4,2,0,1,0,2,7,12.41889117043121,54,25,Partner,2,4,1
Postgraduate,86580.0,72,532,21,127,26,20,4,2,5,1,11.978097193702943,42,746,Partner,0,2,0
Postgraduate,41437.0,5,29,0,2,0,0,1,0,3,7,12.410677618069816,68,32,Alone,2,3,1
Postgraduate,73705.0,86,612,91,520,258,107,9,6,8,5,10.962354551676931,74,1695,Alone,2,3,1
Graduate,61064.0,80,387,126,342,0,45,8,4,11,6,12.47091033538672,49,1080,Partner,1,3,1
Postgraduate,38452.0,62,56,0,14,0,0,3,0,3,7,10.89390828199863,70,72,Partner,2,4,1
Graduate,18358.0,49,6,8,19,16,4,3,0,4,7,11.249828884325805,36,57,Alone,1,2,1
Postgraduate,55012.0,85,582,0,65,0,0,8,2,9,5,10.91854893908282,52,660,Partner,1,3,1
Undergraduate,9722.0,7,6,17,16,6,16,3,1,3,8,12.383299110198497,52,103,Partner,1,3,1
Postgraduate,38175.0,6,70,6,69,2,3,3,1,4,7,11.408624229979466,41,153,Partner,1,3,1
Postgraduate,58656.0,25,962,12,194,16,24,7,8,13,6,12.41615331964408,69,1220,Partner,1,3,1
Graduate,52117.0,55,112,10,107,30,0,5,2,4,7,12.511978097193705,60,279,Partner,1,3,1
Graduate,64813.0,81,293,0,124,179,97,7,2,10,5,11.132101300479125,47,745,Partner,1,3,1
Postgraduate,54222.0,98,199,12,31,3,12,3,3,5,3,10.97330595482546,52,264,Partner,1,3,1
Graduate,83512.0,31,1060,61,835,80,20,4,7,10,1,10.677618069815194,39,2157,Partner,0,2,0
Postgraduate,77520.0,30,940,44,396,0,88,8,7,7,4,11.4798083504449,66,1526,Partner,1,3,1
Graduate,41154.0,98,44,2,11,2,3,1,0,4,5,11.865845311430528,47,69,Partner,1,3,1
Graduate,80398.0,92,342,51,936,207,35,5,8,12,3,12.276522929500342,59,1597,Partner,0,2,0
Undergraduate,18746.0,41,2,10,11,12,9,3,0,3,6,10.729637234770705,33,64,Alone,1,2,1
Graduate,35196.0,68,75,12,141,43,39,6,1,5,8,12.268309377138946,41,497,Partner,1,3,1
Graduate,60230.0,78,520,20,367,39,81,6,3,6,5,11.75359342915811,69,1067,Alone,1,2,1
Graduate,22108.0,46,5,3,9,6,2,2,0,3,7,10.78713210130048,48,31,Partner,2,4,1
Graduate,44392.0,71,87,5,71,7,12,4,1,4,7,11.457905544147843,51,211,Partner,2,4,1
Postgraduate,55424.0,6,462,61,184,10,53,7,5,9,6,12.23545516769336,49,877,Partner,1,3,1
Graduate,17688.0,82,2,2,1,3,1,1,0,2,8,12.101300479123887,46,11,Partner,1,3,1
Postgraduate,92491.0,71,979,44,935,29,25,7,5,12,3,11.80561259411362,42,2034,Partner,0,2,0
Graduate,90273.0,32,704,129,853,120,74,5,6,7,2,11.184120465434631,34,1991,Alone,0,1,0
Postgraduate,82571.0,28,861,31,558,62,95,6,5,13,2,10.885694729637237,63,1686,Alone,0,1,0
Postgraduate,38513.0,20,172,3,115,16,0,6,1,5,8,11.06091718001369,43,324,Alone,1,2,1
Postgraduate,16653.0,10,5,7,31,15,4,2,1,3,6,10.841889117043122,46,69,Alone,1,2,1
Graduate,42586.0,7,194,2,56,0,0,4,1,6,8,12.309377138945928,70,252,Partner,2,4,1
Undergraduate,23529.0,67,9,7,13,3,2,1,1,2,6,12.11772758384668,60,54,Alone,1,2,1
Postgraduate,74881.0,48,505,72,270,36,27,9,2,12,5,11.953456536618754,64,964,Partner,2,4,1
Graduate,71107.0,61,533,10,217,198,174,7,6,13,4,12.005475701574264,74,1327,Partner,1,3,1
Postgraduate,46910.0,36,48,0,14,0,0,2,0,3,6,10.913073237508556,61,68,Partner,2,4,1
Graduate,18690.0,77,6,1,7,23,4,1,1,2,8,12.145106091718,66,60,Partner,0,2,0
Graduate,37244.0,90,18,2,10,0,0,1,1,2,7,11.816563997262149,70,55,Alone,2,3,1
Graduate,82427.0,35,482,147,509,104,107,3,5,12,1,10.94318959616701,59,1456,Partner,0,2,0
Undergraduate,75342.0,38,204,97,97,21,118,5,2,10,4,11.79192334017796,67,563,Alone,1,2,1
Graduate,70044.0,46,1073,0,250,153,14,7,10,5,5,12.002737850787131,71,1504,Alone,1,2,1
Graduate,79146.0,33,245,16,223,21,43,8,1,8,6,10.825462012320328,58,564,Alone,2,3,1
Graduate,77437.0,70,560,21,442,29,44,4,5,13,1,11.233401779603012,62,1125,Partner,0,2,0
Graduate,54984.0,51,173,13,131,32,3,6,1,6,7,10.743326488706366,66,358,Partner,1,3,1
Postgraduate,42403.0,18,22,1,11,0,5,1,0,3,8,11.19233401779603,54,42,Partner,1,3,1
Graduate,55761.0,97,136,1,12,0,3,4,1,3,6,10.825462012320328,61,184,Partner,1,3,1
Graduate,37292.0,32,275,0,86,10,23,6,3,5,8,11.841204654346338,42,460,Partner,1,3,1
Postgraduate,45576.0,9,56,19,29,2,14,3,1,3,8,10.732375085557836,80,145,Alone,0,1,0
Graduate,70321.0,6,303,23,751,82,26,6,5,13,4,12.093086926762492,78,1376,Partner,0,2,0
Postgraduate,58086.0,80,708,7,62,0,0,11,3,7,8,12.082135523613964,56,792,Alone,1,2,1
Graduate,81795.0,74,324,132,693,27,118,4,11,7,2,12.317590691307323,73,1382,Partner,0,2,0
Undergraduate,28389.0,49,1,5,3,7,4,1,0,2,7,12.24914442162902,78,28,Partner,0,2,0
Postgraduate,66835.0,21,620,26,195,34,17,6,4,13,2,11.394934976043803,79,1033,Partner,0,2,0
Graduate,69901.0,95,312,21,206,102,92,7,3,10,5,11.728952772073924,56,882,Alone,1,2,1
Postgraduate,80360.0,56,1493,86,454,112,43,4,4,5,2,11.967145790554415,76,2231,Partner,0,2,0
Postgraduate,63342.0,48,918,21,118,13,10,8,3,5,6,12.344969199178644,64,1101,Partner,1,3,1
Graduate,44989.0,26,98,0,106,49,10,5,1,5,6,12.438056125941136,51,369,Partner,1,3,1
Undergraduate,31859.0,3,3,4,7,15,8,1,0,3,7,10.978781656399724,45,48,Alone,1,2,1
Postgraduate,51569.0,39,380,0,47,6,0,7,1,7,8,12.019164955509924,76,467,Alone,1,2,1
Graduate,30372.0,33,15,0,12,7,3,2,0,3,7,12.153319644079398,54,44,Alone,2,3,1
Undergraduate,16014.0,42,3,9,4,7,8,1,1,4,3,11.928815879534566,46,38,Alone,2,3,1
Graduate,41120.0,80,24,2,23,0,8,2,1,3,6,11.288158795345652,57,81,Partner,2,4,1
Postgraduate,39763.0,9,80,1,60,4,6,5,1,2,9,11.545516769336071,54,167,Alone,1,2,1
Postgraduate,38725.0,52,31,0,6,2,1,1,0,4,4,10.781656399726216,70,45,Partner,2,4,1
Graduate,77981.0,78,138,120,204,16,126,7,4,7,5,11.737166324435318,53,664,Partner,1,3,1
Undergraduate,62905.0,68,166,75,96,119,107,7,2,8,4,11.444216290212184,61,622,Partner,1,3,1
Undergraduate,13533.0,45,12,3,8,8,0,2,0,3,7,11.94798083504449,46,48,Alone,1,2,1
Graduate,59481.0,47,178,3,85,71,66,3,3,8,2,11.326488706365502,50,461,Partner,1,3,1
Graduate,72117.0,34,707,20,171,65,60,9,7,9,5,11.501711156741958,48,1073,Partner,1,3,1
Undergraduate,21955.0,81,5,1,7,17,14,2,1,3,6,11.45242984257358,39,55,Partner,1,3,1
Graduate,67131.0,72,465,71,250,93,35,9,2,12,6,11.904175222450377,69,976,Partner,1,3,1
Postgraduate,36802.0,23,16,1,2,0,0,1,0,3,5,10.680355920602327,45,20,Alone,1,2,1
Graduate,71853.0,29,358,108,413,141,97,2,8,6,1,11.786447638603695,43,1149,Partner,0,2,0
Undergraduate,28249.0,80,1,9,7,2,14,2,0,3,6,10.683093771389458,64,43,Partner,0,2,0
Postgraduate,47808.0,30,123,1,26,2,0,3,2,3,7,11.3347022587269,50,224,Partner,1,3,1
Postgraduate,25509.0,15,40,3,30,10,7,3,0,3,9,12.421629021218344,51,101,Alone,1,2,1
Postgraduate,51012.0,86,102,9,63,2,9,4,1,4,6,11.841204654346338,79,209,Partner,0,2,0
Graduate,70596.0,68,347,44,534,17,0,3,5,12,2,12.375085557837098,40,968,Alone,0,1,0
Postgraduate,85431.0,54,376,53,462,168,53,2,7,7,0,11.7015742642026,73,1165,Partner,0,2,0
Graduate,42664.0,44,21,0,3,0,0,1,0,3,6,10.926762491444215,58,24,Partner,1,3,1
Graduate,42586.0,7,194,2,56,0,0,4,1,6,8,12.309377138945928,70,252,Partner,2,4,1
Graduate,29760.0,87,64,4,68,7,5,3,1,4,8,12.476386036960983,40,165,Alone,1,2,1
Postgraduate,28973.0,59,206,0,46,3,2,5,1,5,8,12.35318275154004,48,269,Partner,0,2,0
Postgraduate,39435.0,16,71,0,18,0,0,3,1,2,7,11.540041067761807,52,102,Partner,1,3,1
Undergraduate,65370.0,1,71,22,112,138,89,2,3,13,1,11.553730321697468,41,461,Partner,0,2,0
Undergraduate,20194.0,64,0,4,7,11,10,2,0,3,6,12.175222450376454,46,47,Alone,1,2,1
Postgraduate,42473.0,72,93,1,21,0,4,2,1,4,5,11.006160164271048,49,144,Alone,2,3,1
Graduate,64590.0,98,920,138,168,36,46,9,4,10,6,12.350444900752908,57,1338,Partner,0,2,0
Graduate,71232.0,91,653,17,170,34,26,11,2,10,7,11.227926078028748,66,917,Partner,1,3,1
Graduate,34600.0,8,199,33,60,8,3,5,2,5,8,12.134154688569472,54,318,Partner,2,4,1
Graduate,46904.0,20,153,4,56,0,9,5,1,4,8,12.295687885010269,58,253,Alone,2,3,1
Graduate,49094.0,6,376,0,38,11,8,6,3,6,6,12.413415468856948,52,502,Partner,1,3,1
Graduate,36075.0,54,46,0,30,12,1,2,0,4,6,11.197809719370294,42,119,Partner,1,3,1
Undergraduate,60839.0,72,600,21,128,223,150,2,2,12,8,12.479123887748118,46,1250,Partner,2,4,1
Graduate,77298.0,46,425,115,292,23,35,6,6,11,3,11.299110198494182,46,969,Partner,1,3,1
Graduate,34026.0,11,18,6,15,12,8,2,1,3,5,11.542778918548938,75,76,Partner,2,4,1
Postgraduate,48918.0,21,52,0,9,0,0,1,0,4,4,10.858316221765914,62,62,Alone,2,3,1
Undergraduate,82122.0,89,734,22,350,151,25,3,9,13,1,11.515400410677618,63,1382,Partner,0,2,0
Graduate,37697.0,82,34,6,21,11,4,2,1,3,6,11.033538672142368,49,84,Alone,1,2,1
Graduate,34074.0,69,135,1,41,10,1,3,3,3,6,11.605749486652975,73,255,Partner,2,4,1
Postgraduate,28520.0,55,11,0,10,0,2,1,1,2,6,11.685147159479808,65,43,Partner,2,4,1
Graduate,62535.0,13,163,48,90,0,45,3,2,8,3,11.381245722108146,70,398,Alone,1,2,1
Postgraduate,36273.0,80,29,3,30,3,2,3,0,3,6,10.847364818617386,48,76,Alone,1,2,1
Graduate,63404.0,97,734,26,70,11,44,6,3,4,4,10.707734428473648,61,902,Partner,2,4,1
Undergraduate,75774.0,27,340,21,134,258,14,7,5,8,4,10.803559206023271,44,823,Partner,1,3,1
Graduate,78416.0,99,453,38,279,188,38,7,7,10,3,10.650239561943874,49,1179,Partner,1,3,1
Graduate,75702.0,87,1073,0,629,145,37,10,5,13,6,12.350444900752908,51,1921,Partner,1,3,1
Postgraduate,59385.0,85,135,0,10,0,4,3,1,4,5,11.813826146475018,74,185,Partner,2,4,1
Graduate,37070.0,30,231,7,137,4,15,5,1,8,7,11.92060232717317,59,433,Alone,2,3,1
Graduate,44689.0,82,18,0,5,0,0,1,1,2,7,11.110198494182066,74,34,Partner,2,4,1
Graduate,53977.0,21,620,16,165,0,24,5,5,12,5,11.7015742642026,67,907,Partner,1,3,1
Postgraduate,7144.0,92,81,4,33,5,2,23,1,1,0,11.203285420944558,59,416,Alone,2,3,1
Graduate,18701.0,95,12,4,2,10,6,2,0,4,5,11.71252566735113,61,44,Alone,2,3,1
Graduate,90369.0,2,292,51,981,224,23,4,6,6,1,10.8145106091718,69,1588,Partner,0,2,0
Postgraduate,63159.0,74,965,34,586,89,86,3,5,8,3,12.290212183436005,51,1797,Alone,0,1,0
Graduate,37758.0,49,27,2,10,0,0,1,0,3,8,12.37782340862423,59,40,Partner,2,4,1
Postgraduate,46757.0,71,777,30,163,0,51,4,4,7,9,12.260095824777547,62,1143,Alone,1,2,1
Postgraduate,79734.0,72,572,8,232,23,62,4,3,6,1,10.647501711156742,56,914,Partner,0,2,0
Graduate,63207.0,68,438,169,565,91,169,2,3,6,7,12.082135523613964,33,1502,Partner,0,2,0
Graduate,72071.0,4,531,69,300,150,138,5,4,8,2,12.01368925393566,71,1338,Alone,1,2,1
Postgraduate,21840.0,80,17,0,9,0,0,1,0,3,9,11.58384668035592,42,27,Partner,1,3,1
Undergraduate,58582.0,15,402,35,106,101,77,9,2,9,5,11.394934976043803,43,763,Partner,1,3,1
Graduate,72282.0,70,503,27,419,90,139,5,7,9,7,11.589322381930184,74,1331,Alone,0,1,0
Graduate,50387.0,91,369,9,87,12,14,6,2,8,5,11.471594798083505,69,525,Partner,2,4,1
Postgraduate,32583.0,10,5,0,3,0,0,1,0,2,7,10.683093771389458,64,9,Partner,2,4,1
Graduate,62568.0,99,362,17,398,80,35,5,3,5,4,10.872005475701574,63,953,Partner,1,3,1
Postgraduate,44635.0,25,56,0,9,0,0,2,0,3,7,11.359342915811087,54,68,Alone,2,3,1
Postgraduate,33316.0,34,79,1,31,4,4,2,1,4,6,11.378507871321013,54,131,Alone,2,3,1
Graduate,63967.0,57,387,84,141,73,35,4,4,12,2,11.53182751540041,57,882,Partner,1,3,1
Undergraduate,52513.0,84,367,17,241,104,188,9,5,9,7,12.459958932238193,47,1149,Partner,0,2,0
Graduate,25293.0,51,15,0,11,0,2,1,1,2,8,11.430527036276525,56,37,Partner,1,3,1
Postgraduate,54111.0,97,267,6,54,8,3,5,2,6,5,11.488021902806295,60,388,Alone,1,2,1
Graduate,78394.0,13,298,27,697,216,24,4,6,5,2,12.010951403148528,39,1428,Partner,0,2,0
Postgraduate,80739.0,92,674,92,736,39,0,3,11,9,1,11.745379876796717,67,1633,Partner,0,2,0
Postgraduate,22669.0,30,16,14,36,37,22,4,1,2,9,11.748117727583846,50,173,Partner,1,3,1
Graduate,29236.0,30,37,4,24,16,9,4,0,3,9,11.367556468172484,38,99,Alone,1,2,1
Graduate,44911.0,11,159,0,22,2,1,4,1,4,7,11.93429158110883,66,215,Partner,1,3,1
Postgraduate,54693.0,72,686,17,142,23,26,6,4,13,6,12.005475701574264,63,929,Partner,1,3,1
Graduate,48186.0,39,97,3,66,12,7,4,1,4,7,10.921286789869953,51,219,Partner,1,3,1
Graduate,54809.0,0,63,6,57,13,13,2,1,5,4,11.441478439425053,48,174,Partner,2,4,1
Graduate,41580.0,15,56,5,24,4,0,2,1,3,5,12.19438740588638,47,92,Partner,2,4,1
Postgraduate,80336.0,12,209,19,456,160,142,2,9,13,1,11.446954140999315,55,1052,Partner,0,2,0
Graduate,47743.0,56,198,2,43,0,12,4,1,6,6,11.915126625598903,68,275,Partner,1,3,1
Undergraduate,62972.0,39,313,15,47,20,0,7,4,3,6,12.54757015742642,70,587,Partner,1,3,1
Postgraduate,57333.0,55,941,14,397,76,58,8,5,9,6,12.410677618069816,71,1662,Alone,1,2,1
Postgraduate,32313.0,60,86,4,56,2,4,4,0,4,9,12.021902806297057,43,159,Partner,1,3,1
Postgraduate,84953.0,73,167,48,602,63,72,3,10,4,2,11.71526351813826,72,1024,Alone,0,1,0
Postgraduate,27071.0,90,8,3,19,0,2,2,0,3,6,10.82819986310746,57,35,Alone,1,2,1
Postgraduate,68148.0,86,389,66,408,37,57,4,4,6,2,11.471594798083505,68,1042,Partner,0,2,0
Postgraduate,65735.0,37,239,7,119,4,15,6,2,6,7,11.203285420944558,60,395,Partner,2,4,1
Postgraduate,86836.0,7,179,21,273,0,21,6,10,6,5,12.438056125941136,50,557,Partner,0,2,0
Postgraduate,4023.0,29,5,0,1,1,1,0,0,0,19,10.661190965092402,62,9,Partner,2,4,1
Graduate,30093.0,19,2,6,28,13,4,2,0,3,7,11.619438740588638,35,69,Partner,0,2,0
Postgraduate,57705.0,14,383,0,53,6,4,8,1,6,6,11.107460643394935,59,486,Partner,1,3,1
Graduate,25008.0,72,2,8,8,6,1,1,0,3,8,11.047227926078028,37,34,Alone,1,2,1
Undergraduate,83257.0,56,536,27,590,38,107,5,10,12,6,12.421629021218344,30,1365,Alone,0,1,0
Graduate,22280.0,85,2,1,4,3,1,1,0,2,8,11.756331279945243,50,13,Partner,1,3,1
Postgraduate,72159.0,62,322,53,899,34,40,4,6,10,2,12.309377138945928,47,1401,Partner,0,2,0
Graduate,64260.0,1,539,169,816,20,0,4,5,4,3,12.106776180698152,64,1574,Partner,0,2,0
Postgraduate,82733.0,28,712,50,420,65,38,8,4,7,4,11.444216290212184,41,1323,Alone,0,1,0
Postgraduate,74290.0,70,1121,0,72,0,12,10,8,10,6,11.523613963039017,54,1217,Alone,1,2,1
Postgraduate,58217.0,84,68,1,13,3,5,2,0,4,6,12.257357973990418,74,103,Alone,3,4,1
Postgraduate,21024.0,89,36,4,18,6,2,2,0,4,7,11.630390143737166,49,84,Partner,0,2,0
Postgraduate,70116.0,73,707,44,603,95,58,2,8,12,1,12.06570841889117,53,1536,Partner,0,2,0
Graduate,54006.0,42,174,77,203,6,24,8,1,7,7,12.421629021218344,40,581,Partner,1,3,1
Postgraduate,69063.0,16,666,35,124,69,8,5,3,5,3,12.28473648186174,59,928,Partner,1,3,1
Undergraduate,11448.0,16,0,0,0,6,2,1,0,2,6,11.181382614647502,50,14,Alone,0,1,0
Graduate,61825.0,56,162,50,100,55,30,4,2,8,4,11.537303216974674,46,424,Alone,1,2,1
Graduate,70886.0,65,407,70,239,103,88,5,4,4,2,11.351129363449692,54,960,Partner,1,3,1
Graduate,69109.0,10,823,25,459,124,29,6,6,7,4,12.279260780287474,43,1555,Partner,0,2,0
Graduate,60208.0,13,488,23,71,15,0,8,3,7,7,12.369609856262834,52,656,Alone,2,3,1
Postgraduate,32889.0,78,28,0,13,4,2,2,1,3,5,11.455167693360712,57,55,Partner,2,4,1
Graduate,34738.0,51,3,2,10,3,0,1,0,3,6,10.778918548939084,41,20,Alone,1,2,1
Postgraduate,30538.0,27,284,0,52,8,3,9,0,4,10,12.386036960985626,54,367,Partner,1,3,1
Undergraduate,82326.0,30,938,142,754,159,81,5,10,6,2,10.948665297741274,48,2257,Partner,0,2,0
Postgraduate,26642.0,71,13,2,15,2,2,2,0,3,6,10.97330595482546,58,42,Alone,1,2,1
Graduate,69932.0,97,412,172,153,150,105,7,6,11,4,11.690622861054072,61,1049,Alone,1,2,1
Graduate,44503.0,83,31,1,8,0,0,2,0,3,6,10.847364818617386,53,48,Alone,2,3,1
Postgraduate,60200.0,3,502,19,132,0,6,6,2,11,6,12.13141683778234,77,685,Alone,1,2,1
Graduate,49638.0,71,18,10,3,3,5,1,0,3,2,10.839151266255987,73,39,Alone,1,2,1
Undergraduate,23830.0,3,1,8,6,4,8,1,0,3,7,11.033538672142368,38,43,Alone,0,1,0
Postgraduate,33051.0,15,100,71,243,108,94,9,1,8,9,12.511978097193705,66,835,Alone,0,1,0
Graduate,72905.0,52,407,114,445,181,165,3,7,9,1,11.080082135523616,67,1515,Partner,0,2,0
Postgraduate,69702.0,8,664,9,240,50,19,7,7,10,4,12.0,74,1039,Partner,1,3,1
Graduate,70300.0,89,1045,61,338,60,46,5,5,13,8,11.600273785078713,50,1596,Alone,1,2,1
Postgraduate,70643.0,66,1218,107,304,23,143,5,8,4,6,12.347707049965775,41,1828,Partner,0,2,0
Postgraduate,30396.0,22,15,0,6,0,1,1,1,2,7,10.809034907597535,56,34,Partner,1,3,1
Postgraduate,50616.0,56,128,0,16,0,1,4,0,4,7,10.841889117043122,57,149,Alone,1,2,1
Postgraduate,62772.0,74,581,49,157,43,8,5,6,11,2,11.756331279945243,56,946,Alone,1,2,1
Postgraduate,30298.0,48,6,3,12,6,1,1,1,3,3,10.757015742642023,40,28,Alone,0,1,0
Graduate,52413.0,67,185,8,133,56,56,7,1,7,7,12.295687885010269,41,450,Alone,1,2,1
Postgraduate,44155.0,24,22,1,9,0,0,1,1,2,4,11.08555783709788,68,46,Partner,2,4,1
Postgraduate,86979.0,67,584,100,835,65,83,5,5,5,2,11.285420944558522,54,1702,Alone,0,1,0
Graduate,76532.0,38,355,30,177,90,138,9,5,7,5,11.446954140999315,50,820,Partner,2,4,1
Graduate,42081.0,86,175,10,110,54,6,6,3,4,6,11.980835044490076,43,382,Partner,1,3,1
Postgraduate,67546.0,90,864,134,768,150,38,4,10,5,3,12.47091033538672,37,2126,Partner,0,2,0
Postgraduate,88420.0,87,957,153,612,99,95,4,7,8,1,10.803559206023271,36,2069,Partner,0,2,0
Graduate,31158.0,62,25,6,16,20,0,2,0,3,8,12.062970568104038,40,72,Partner,1,3,1
Graduate,61671.0,23,641,7,56,0,0,10,4,6,8,10.715947980835043,57,732,Alone,1,2,1
Graduate,69719.0,99,273,86,208,177,14,2,3,5,1,10.737850787132102,51,801,Alone,0,1,0
Graduate,49160.0,29,122,21,43,25,10,3,1,6,6,11.3347022587269,76,236,Alone,1,2,1
Undergraduate,24882.0,52,1,4,10,29,0,1,1,2,6,12.446269678302532,47,80,Partner,1,3,1
Postgraduate,90933.0,90,1020,31,430,62,63,4,6,4,1,10.8911704312115,71,1685,Alone,0,1,0
Postgraduate,113734.0,9,6,2,3,1,262,27,0,0,1,10.732375085557836,80,277,Alone,0,1,0
Postgraduate,59292.0,71,378,14,68,19,14,3,5,8,3,11.68788501026694,75,507,Partner,1,3,1
Postgraduate,45759.0,13,42,1,18,3,0,2,0,3,7,11.989048596851472,61,68,Partner,2,4,1
Graduate,22148.0,16,15,5,14,0,4,1,0,3,7,10.85557837097878,42,49,Alone,0,1,0
Postgraduate,73395.0,94,272,7,80,20,7,4,4,6,2,10.926762491444215,38,397,Partner,0,2,0
Graduate,29819.0,77,9,1,24,2,1,3,0,3,6,11.323750855578371,54,39,Alone,1,2,1
Graduate,45688.0,20,279,0,18,0,0,3,1,8,4,11.069130732375086,57,306,Partner,1,3,1
Graduate,62820.0,51,398,61,265,138,61,3,4,6,1,11.7782340862423,71,976,Partner,0,2,0
Postgraduate,60491.0,81,637,47,237,12,19,6,11,7,5,11.455167693360712,54,1028,Partner,1,3,1
Graduate,33235.0,71,45,0,16,2,1,3,0,3,7,11.039014373716633,39,70,Partner,1,3,1
Graduate,35701.0,36,21,1,9,7,3,1,0,3,6,11.9233401779603,66,46,Partner,0,2,0
Postgraduate,31535.0,95,15,4,13,0,0,1,1,2,7,11.40041067761807,45,51,Partner,1,3,1
Undergraduate,92556.0,32,493,183,352,184,23,3,5,13,0,10.836413415468858,65,1263,Partner,0,2,0
Graduate,67384.0,32,957,40,175,158,53,7,8,5,5,12.276522929500342,55,1490,Alone,1,2,1
Postgraduate,80573.0,85,829,138,430,60,92,4,6,13,2,12.350444900752908,54,1564,Partner,0,2,0
Graduate,77870.0,93,1017,50,500,65,50,5,5,5,8,12.49555099247091,58,1815,Partner,1,3,1
Postgraduate,52278.0,24,953,0,71,0,0,10,5,10,8,12.068446269678304,62,1198,Alone,1,2,1
Graduate,57107.0,44,159,0,120,0,0,4,4,8,8,12.490075290896646,57,416,Alone,1,2,1
Graduate,18929.0,15,32,0,8,23,4,1,0,4,6,12.008213552361395,35,85,Partner,0,2,0
Postgraduate,36038.0,82,23,0,15,0,2,3,0,3,6,11.723477070499658,44,47,Alone,1,2,1
Graduate,20180.0,27,18,42,24,15,20,2,1,4,7,11.997262149212869,49,137,Alone,0,1,0
Postgraduate,34230.0,72,15,0,4,0,0,1,0,2,7,12.150581793292266,60,21,Partner,2,4,1
Undergraduate,31878.0,7,23,4,5,10,5,1,0,4,3,10.663928815879537,48,70,Alone,1,2,1
Undergraduate,70932.0,57,200,193,100,46,185,6,2,12,3,11.08555783709788,53,909,Partner,1,3,1
Graduate,91249.0,84,1324,27,119,71,108,7,9,6,4,12.334017796030116,69,1676,Alone,0,1,0
Postgraduate,77598.0,53,1193,33,281,129,66,7,5,13,3,11.38672142368241,82,1735,Alone,0,1,0
Graduate,80982.0,48,505,137,401,104,22,11,5,11,5,12.114989733059549,66,1191,Alone,2,3,1
Postgraduate,22701.0,2,2,4,9,0,4,1,0,3,5,11.457905544147843,48,24,Partner,1,3,1
Postgraduate,55212.0,65,1103,0,45,0,0,4,2,11,8,12.240930869267626,56,1182,Partner,1,3,1
Graduate,70617.0,45,353,61,753,40,46,3,3,7,2,11.66050650239562,55,1280,Partner,0,2,0
Graduate,64849.0,42,652,48,350,94,84,9,3,6,5,12.268309377138946,68,1336,Alone,0,1,0
Postgraduate,62694.0,29,379,6,157,25,91,9,3,7,7,11.676933607118412,60,749,Partner,2,4,1
Postgraduate,61917.0,83,46,4,36,2,2,2,0,4,5,11.249828884325805,51,91,Partner,2,4,1
Postgraduate,67472.0,93,162,31,127,8,17,4,2,7,3,11.394934976043803,78,414,Partner,1,3,1
Postgraduate,21059.0,40,8,3,19,3,3,3,0,3,6,11.118412046543463,43,44,Partner,1,3,1
Postgraduate,29543.0,47,17,3,18,3,4,3,1,2,7,10.888432580424366,57,63,Partner,2,4,1
Graduate,75903.0,50,340,108,185,130,38,6,6,9,3,11.86858316221766,74,901,Partner,1,3,1
Undergraduate,34984.0,40,8,4,15,3,5,1,0,3,7,12.454483230663929,50,38,Partner,2,4,1
Postgraduate,54998.0,3,154,22,202,39,30,4,2,9,4,11.94798083504449,69,455,Alone,1,2,1
Postgraduate,54356.0,62,710,15,30,20,0,11,2,8,8,12.251882272416154,76,775,Alone,1,2,1
Postgraduate,34242.0,25,8,2,4,0,0,0,0,3,5,10.913073237508556,66,15,Partner,1,3,1
Graduate,25410.0,48,2,2,4,13,13,1,0,4,4,11.471594798083505,52,38,Partner,1,3,1
Postgraduate,73356.0,56,1050,14,322,0,14,5,11,5,2,11.0362765229295,41,1512,Partner,0,2,0
Graduate,28320.0,68,19,1,14,3,2,1,0,3,8,12.098562628336756,75,43,Partner,1,3,1
Graduate,23763.0,64,22,0,6,6,2,1,0,3,7,12.536618754277892,48,42,Alone,1,2,1
Graduate,72570.0,67,274,83,216,151,141,4,6,12,1,10.822724161533197,41,1089,Partner,0,2,0
Postgraduate,34529.0,94,68,6,38,3,6,2,2,3,7,12.432580424366872,49,162,Partner,1,3,1
Graduate,70792.0,82,344,45,654,104,11,3,4,10,3,12.035592060232718,74,1272,Alone,0,1,0
Graduate,63211.0,3,145,193,459,205,26,3,8,7,2,12.2984257357974,43,1173,Partner,0,2,0
Postgraduate,83891.0,24,217,38,350,111,85,4,7,10,1,10.6694045174538,51,816,Partner,1,3,1
