Jakosc,Powierzchnia,PowierzchniaPiwnicy,LiczbaMscGaraz,PowierzchniaGarazu,RokBudowy,LiczbaLazienek,Powierzchnia1Pietra,LiczbaPokoi,TypGarazu,DlugoscDzialkiPrzyUlicy,Sasiedztwo,Cena
4.0,1092.0,0.0,0.0,0.0,1930.0,2.0,372.0,7.0,Attchd,70.0,IDOTRR,55000.0
7.0,1824.0,1643.0,2.0,739.0,1971.0,2.0,1824.0,5.0,Attchd,69.0,ClearCr,302000.0
8.0,1324.0,1324.0,2.0,550.0,2006.0,2.0,1324.0,6.0,Attchd,48.0,NridgHt,254000.0
7.0,1456.0,728.0,2.0,400.0,2007.0,2.0,728.0,8.0,Attchd,65.0,Gilbert,179540.0
5.0,904.0,876.0,1.0,408.0,1966.0,1.0,904.0,6.0,Attchd,69.0,Sawyer,109900.0
3.0,729.0,270.0,0.0,0.0,1935.0,1.0,729.0,5.0,Attchd,56.0,BrkSide,52000.0
4.0,1178.0,859.0,1.0,384.0,1900.0,1.0,859.0,7.0,Detchd,66.0,IDOTRR,102776.0
8.0,1228.0,1228.0,2.0,472.0,1988.0,2.0,1228.0,5.0,Attchd,40.0,StoneBr,189000.0
4.0,960.0,960.0,2.0,576.0,1970.0,1.0,960.0,6.0,Detchd,60.0,BrkSide,129000.0
6.0,1479.0,725.0,2.0,475.0,1976.0,2.0,725.0,6.0,Attchd,69.0,Sawyer,130500.0
6.0,1350.0,1064.0,2.0,478.0,1974.0,2.0,1350.0,7.0,Attchd,78.0,NWAmes,165000.0
7.0,2554.0,718.0,2.0,704.0,1890.0,1.0,1576.0,8.0,Detchd,60.0,OldTown,159500.0
5.0,1178.0,1176.0,2.0,439.0,1973.0,1.0,1178.0,5.0,Attchd,80.0,NWAmes,157000.0
7.0,2418.0,1311.0,3.0,983.0,1993.0,2.0,1325.0,9.0,Attchd,96.0,NoRidge,341000.0
5.0,971.0,971.0,1.0,300.0,1969.0,1.0,971.0,5.0,Attchd,69.0,CollgCr,128500.0
8.0,1742.0,1742.0,2.0,564.0,1985.0,2.0,1742.0,5.0,Attchd,69.0,StoneBr,275000.0
6.0,848.0,848.0,2.0,420.0,2004.0,1.0,848.0,3.0,Attchd,69.0,CollgCr,143000.0
4.0,864.0,864.0,2.0,463.0,1970.0,1.0,864.0,5.0,Detchd,70.0,NAmes,124500.0
4.0,1470.0,941.0,1.0,548.0,1954.0,2.0,997.0,7.0,Detchd,60.0,Edwards,135000.0
9.0,1698.0,1698.0,3.0,768.0,2007.0,2.0,1698.0,8.0,Attchd,86.0,Edwards,320000.0
4.0,864.0,864.0,2.0,660.0,1970.0,1.0,864.0,5.0,Detchd,60.0,NAmes,120500.0
6.0,1680.0,880.0,2.0,540.0,1988.0,2.0,1680.0,5.0,Attchd,69.0,Crawfor,222000.0
7.0,1232.0,1232.0,2.0,632.0,2007.0,2.0,1232.0,6.0,Attchd,64.0,CollgCr,194500.0
5.0,1776.0,1584.0,3.0,888.0,1958.0,2.0,1776.0,9.0,Detchd,85.0,NAmes,110000.0
4.0,1208.0,780.0,2.0,539.0,1925.0,1.0,848.0,5.0,Detchd,52.0,IDOTRR,103000.0
8.0,1616.0,1595.0,2.0,608.0,1995.0,2.0,1616.0,5.0,Attchd,39.0,StoneBr,236500.0
7.0,1146.0,868.0,2.0,438.0,2003.0,2.0,1146.0,6.0,Attchd,73.0,Timber,187500.0
7.0,2031.0,1153.0,2.0,541.0,1998.0,2.0,1153.0,8.0,Attchd,75.0,CollgCr,222500.0
5.0,1144.0,864.0,1.0,264.0,1961.0,1.0,1144.0,6.0,Attchd,80.0,Sawyer,131400.0
5.0,948.0,948.0,1.0,300.0,1968.0,1.0,948.0,6.0,Attchd,69.0,Sawyer,108000.0
7.0,1768.0,880.0,2.0,320.0,1914.0,1.0,880.0,6.0,Detchd,60.0,OldTown,163000.0
3.0,1040.0,0.0,2.0,400.0,1950.0,2.0,1040.0,6.0,Detchd,60.0,NAmes,93500.0
8.0,1801.0,893.0,3.0,800.0,2005.0,2.0,901.0,8.0,Attchd,72.0,Gilbert,239900.0
5.0,1200.0,1200.0,0.0,0.0,1987.0,3.0,1200.0,5.0,Attchd,60.0,Edwards,179000.0
7.0,1728.0,864.0,2.0,572.0,2004.0,2.0,864.0,7.0,Attchd,65.0,CollgCr,190000.0
5.0,1432.0,264.0,2.0,360.0,1910.0,2.0,768.0,7.0,Detchd,60.0,OldTown,132000.0
6.0,912.0,912.0,1.0,288.0,1961.0,1.0,912.0,5.0,Detchd,65.0,Sawyer,142000.0
7.0,1349.0,1349.0,2.0,539.0,2000.0,2.0,1349.0,6.0,Attchd,65.0,SawyerW,179000.0
5.0,1464.0,520.0,2.0,480.0,1963.0,2.0,1464.0,6.0,Attchd,70.0,Sawyer,175000.0
8.0,1337.0,1337.0,2.0,462.0,1993.0,2.0,1337.0,5.0,Attchd,41.0,StoneBr,180000.0
8.0,2715.0,1142.0,2.0,831.0,1976.0,3.0,1175.0,11.0,BuiltIn,69.0,NWAmes,299800.0
7.0,2256.0,952.0,2.0,554.0,2000.0,2.0,980.0,8.0,BuiltIn,69.0,Gilbert,236000.0
7.0,2640.0,1240.0,4.0,864.0,1880.0,1.0,1320.0,8.0,Detchd,65.0,OldTown,265979.0
7.0,1720.0,1720.0,2.0,527.0,1996.0,2.0,1720.0,7.0,Attchd,59.0,NoRidge,260400.0
4.0,1529.0,0.0,1.0,240.0,1945.0,2.0,1088.0,9.0,Detchd,50.0,Edwards,98000.0
4.0,1140.0,576.0,0.0,0.0,1910.0,1.0,792.0,7.0,Attchd,55.0,OldTown,96500.0
7.0,1320.0,660.0,2.0,400.0,2003.0,2.0,660.0,6.0,Attchd,69.0,Gilbert,162000.0
6.0,1494.0,1479.0,2.0,576.0,1997.0,2.0,1494.0,6.0,Attchd,79.0,CollgCr,217000.0
8.0,2098.0,1030.0,3.0,878.0,2005.0,2.0,1038.0,8.0,Attchd,80.0,NridgHt,275500.0
6.0,1026.0,1026.0,2.0,440.0,1969.0,1.0,1026.0,5.0,Detchd,61.0,NAmes,156000.0
6.0,1471.0,729.0,2.0,440.0,1999.0,2.0,742.0,6.0,Detchd,34.0,Somerst,172500.0
8.0,1768.0,866.0,2.0,578.0,2007.0,2.0,866.0,7.0,Attchd,68.0,CollgCr,212000.0
6.0,1386.0,672.0,2.0,440.0,1978.0,2.0,672.0,6.0,Attchd,69.0,Sawyer,158900.0
7.0,1501.0,744.0,2.0,440.0,1999.0,2.0,757.0,6.0,Detchd,24.0,Somerst,179400.0
8.0,2531.0,1318.0,3.0,752.0,1995.0,2.0,1328.0,9.0,Attchd,65.0,NoRidge,290000.0
6.0,864.0,864.0,1.0,300.0,1959.0,1.0,864.0,5.0,Detchd,70.0,NAmes,127500.0
5.0,1301.0,1145.0,2.0,440.0,1924.0,1.0,1301.0,5.0,Detchd,60.0,BrkSide,100000.0
7.0,1547.0,756.0,2.0,614.0,2009.0,2.0,764.0,7.0,Attchd,72.0,Somerst,215200.0
8.0,2365.0,1252.0,3.0,856.0,1999.0,2.0,1268.0,8.0,Attchd,82.0,NoRidge,337000.0
8.0,1494.0,1494.0,2.0,481.0,1995.0,1.0,1494.0,6.0,Attchd,30.0,Veenker,270000.0
9.0,1506.0,1498.0,2.0,592.0,2008.0,2.0,1506.0,6.0,Attchd,75.0,Somerst,264132.0
7.0,1714.0,980.0,2.0,496.0,1988.0,2.0,980.0,7.0,Attchd,80.0,NWAmes,196500.0
6.0,1750.0,983.0,1.0,423.0,1940.0,2.0,983.0,7.0,Attchd,75.0,Mitchel,160000.0
7.0,1836.0,1860.0,2.0,484.0,2004.0,2.0,1836.0,8.0,Attchd,70.0,CollgCr,216837.0
8.0,3279.0,1650.0,3.0,841.0,2003.0,3.0,1690.0,12.0,BuiltIn,47.0,StoneBr,538000.0
5.0,858.0,858.0,2.0,576.0,1982.0,1.0,858.0,5.0,Detchd,69.0,Sawyer,134900.0
4.0,1220.0,836.0,2.0,396.0,1951.0,1.0,1220.0,6.0,Detchd,67.0,Edwards,102000.0
6.0,1117.0,1029.0,2.0,672.0,1976.0,1.0,1117.0,6.0,Detchd,94.0,Edwards,107000.0
5.0,912.0,912.0,1.0,275.0,1958.0,1.0,912.0,5.0,Attchd,70.0,NAmes,114500.0
8.0,1973.0,1935.0,3.0,895.0,2006.0,2.0,1973.0,9.0,Attchd,110.0,NridgHt,395000.0
6.0,1204.0,1204.0,2.0,412.0,1998.0,2.0,1204.0,5.0,Attchd,32.0,Mitchel,162000.0
7.0,1614.0,1614.0,3.0,865.0,2005.0,2.0,1614.0,7.0,Attchd,86.0,CollgCr,221500.0
5.0,894.0,864.0,2.0,440.0,1974.0,1.0,894.0,5.0,Attchd,100.0,Sawyer,142500.0
5.0,2020.0,0.0,2.0,630.0,1977.0,2.0,2020.0,10.0,Detchd,60.0,SawyerW,144000.0
6.0,1004.0,975.0,2.0,504.0,1977.0,1.0,1004.0,4.0,Attchd,78.0,Mitchel,135000.0
7.0,1253.0,1237.0,2.0,402.0,1995.0,2.0,1253.0,6.0,Attchd,63.0,Gilbert,176000.0
6.0,1603.0,761.0,2.0,484.0,1992.0,2.0,810.0,7.0,Attchd,65.0,SawyerW,175900.0
7.0,1430.0,1413.0,2.0,605.0,2001.0,2.0,1430.0,6.0,Attchd,67.0,CollgCr,187100.0
5.0,1110.0,1097.0,2.0,602.0,1978.0,1.0,1110.0,4.0,Attchd,69.0,Mitchel,165500.0
6.0,1484.0,742.0,0.0,0.0,1914.0,2.0,742.0,9.0,Attchd,35.0,OldTown,128000.0
6.0,1342.0,1372.0,2.0,457.0,1967.0,2.0,1342.0,7.0,Attchd,69.0,NWAmes,161500.0
5.0,1652.0,686.0,1.0,416.0,1915.0,2.0,966.0,7.0,Detchd,60.0,OldTown,139000.0
7.0,2084.0,956.0,2.0,618.0,2004.0,2.0,956.0,8.0,BuiltIn,76.0,SawyerW,233000.0
4.0,901.0,901.0,1.0,281.0,1954.0,1.0,901.0,4.0,Detchd,50.0,OldTown,107900.0
6.0,2087.0,832.0,2.0,444.0,1966.0,2.0,976.0,9.0,Attchd,69.0,ClearCr,187500.0
7.0,1145.0,1145.0,2.0,397.0,2005.0,2.0,1145.0,5.0,Attchd,43.0,Blmngtn,160200.0
6.0,1062.0,1029.0,2.0,539.0,1976.0,1.0,1062.0,5.0,Attchd,69.0,Mitchel,146800.0
7.0,2013.0,1117.0,2.0,455.0,1996.0,2.0,1127.0,8.0,Attchd,92.0,NoRidge,269790.0
8.0,1496.0,1496.0,2.0,474.0,2007.0,2.0,1496.0,7.0,Attchd,76.0,Somerst,225000.0
7.0,1895.0,712.0,2.0,409.0,1994.0,2.0,1086.0,7.0,Attchd,69.0,Gilbert,194500.0
6.0,1564.0,650.0,2.0,476.0,1980.0,2.0,888.0,7.0,Attchd,70.0,SawyerW,171000.0
6.0,1285.0,660.0,2.0,528.0,1977.0,1.0,1285.0,7.0,Attchd,71.0,Sawyer,143500.0
5.0,773.0,773.0,1.0,240.0,1953.0,1.0,773.0,4.0,Attchd,57.0,NAmes,110000.0
9.0,3140.0,1926.0,3.0,820.0,2008.0,3.0,1966.0,11.0,BuiltIn,104.0,NridgHt,485000.0
5.0,1768.0,731.0,1.0,240.0,1937.0,1.0,981.0,7.0,Detchd,60.0,SWISU,175000.0
6.0,1688.0,616.0,2.0,603.0,1997.0,2.0,616.0,8.0,Attchd,79.0,ClearCr,200000.0
4.0,1196.0,1196.0,2.0,440.0,1916.0,1.0,1196.0,5.0,Detchd,40.0,IDOTRR,109900.0
7.0,1456.0,728.0,2.0,410.0,2005.0,2.0,728.0,7.0,Attchd,63.0,CollgCr,189000.0
9.0,2822.0,1734.0,3.0,1020.0,2008.0,3.0,1734.0,12.0,BuiltIn,107.0,NridgHt,582933.0
5.0,1128.0,936.0,1.0,286.0,1954.0,1.0,1128.0,5.0,Attchd,75.0,NAmes,118000.0
7.0,1428.0,1417.0,2.0,554.0,2008.0,2.0,1428.0,6.0,Attchd,91.0,Somerst,227680.0
5.0,980.0,980.0,1.0,384.0,1967.0,2.0,980.0,6.0,Attchd,75.0,NAmes,135500.0
5.0,1576.0,1324.0,2.0,528.0,1923.0,1.0,1072.0,6.0,Attchd,144.0,BrkSide,223500.0
5.0,1086.0,1024.0,2.0,484.0,1966.0,1.0,1086.0,6.0,Attchd,85.0,NAmes,159950.0
5.0,2138.0,849.0,2.0,360.0,1898.0,2.0,1075.0,11.0,Detchd,90.0,OldTown,106000.0
6.0,1309.0,1040.0,2.0,484.0,1974.0,1.0,1309.0,5.0,Attchd,78.0,NWAmes,181000.0
6.0,848.0,848.0,2.0,420.0,2004.0,1.0,848.0,4.0,Attchd,69.0,CollgCr,144500.0
5.0,1044.0,540.0,2.0,504.0,1952.0,1.0,1044.0,4.0,Basment,66.0,IDOTRR,55993.0
6.0,1442.0,1442.0,1.0,301.0,1958.0,1.0,1442.0,7.0,Attchd,75.0,NAmes,157900.0
5.0,1250.0,686.0,1.0,280.0,1918.0,1.0,686.0,7.0,Detchd,45.0,Edwards,116000.0
7.0,1661.0,1649.0,2.0,598.0,1998.0,2.0,1661.0,6.0,Attchd,48.0,CollgCr,224900.0
5.0,1008.0,1008.0,1.0,275.0,1954.0,1.0,1008.0,4.0,Attchd,69.0,NAmes,137000.0
8.0,1689.0,1568.0,3.0,857.0,2002.0,2.0,1689.0,7.0,Attchd,69.0,Mitchel,271000.0
6.0,1052.0,1010.0,2.0,440.0,1971.0,1.0,1052.0,6.0,Attchd,80.0,ClearCr,155000.0
7.0,1358.0,1358.0,2.0,484.0,2009.0,2.0,1358.0,6.0,Attchd,44.0,NridgHt,224000.0
7.0,1640.0,798.0,2.0,595.0,2003.0,2.0,798.0,6.0,Attchd,72.0,CollgCr,183000.0
4.0,936.0,936.0,2.0,576.0,1953.0,1.0,936.0,4.0,Detchd,60.0,OldTown,93000.0
7.0,1733.0,847.0,2.0,433.0,2003.0,2.0,847.0,7.0,BuiltIn,69.0,Gilbert,225000.0
6.0,1489.0,778.0,1.0,240.0,1940.0,2.0,944.0,7.0,Detchd,60.0,SWISU,139500.0
8.0,1489.0,1489.0,2.0,776.0,2006.0,2.0,1489.0,7.0,Attchd,81.0,Somerst,232600.0
10.0,2084.0,2078.0,3.0,1220.0,2007.0,2.0,2084.0,7.0,Attchd,114.0,NridgHt,385000.0
5.0,784.0,784.0,0.0,0.0,1924.0,1.0,784.0,5.0,Attchd,50.0,BrkSide,109500.0
7.0,1434.0,1454.0,2.0,527.0,2001.0,2.0,1434.0,6.0,Attchd,65.0,SawyerW,189000.0
5.0,2126.0,1013.0,2.0,538.0,1967.0,2.0,1160.0,7.0,Attchd,69.0,ClearCr,185000.0
7.0,1223.0,600.0,2.0,480.0,2005.0,2.0,520.0,4.0,Detchd,24.0,Somerst,147400.0
6.0,1392.0,1392.0,2.0,458.0,1957.0,1.0,1392.0,6.0,Attchd,80.0,NAmes,166000.0
7.0,1200.0,600.0,2.0,480.0,2005.0,2.0,520.0,4.0,Detchd,30.0,Somerst,151000.0
7.0,1829.0,941.0,2.0,613.0,2003.0,2.0,941.0,7.0,Attchd,44.0,CollgCr,237000.0
6.0,1516.0,1516.0,2.0,472.0,1964.0,1.0,1516.0,6.0,Attchd,100.0,NAmes,167000.0
5.0,1144.0,1144.0,2.0,456.0,1961.0,1.0,1144.0,6.0,Attchd,75.0,NAmes,139950.0
4.0,1067.0,1067.0,2.0,436.0,1950.0,2.0,1067.0,4.0,Attchd,60.0,Sawyer,128000.0
5.0,1559.0,1559.0,2.0,812.0,1948.0,1.0,1559.0,5.0,Detchd,90.0,OldTown,153500.0
6.0,987.0,483.0,1.0,264.0,1973.0,1.0,483.0,5.0,Detchd,21.0,BrDale,100000.0
5.0,1099.0,1099.0,1.0,352.0,1995.0,1.0,1099.0,6.0,Attchd,75.0,CollgCr,144000.0
5.0,1200.0,768.0,1.0,240.0,1946.0,1.0,768.0,6.0,Detchd,70.0,Edwards,130500.0
6.0,1482.0,672.0,1.0,400.0,1925.0,2.0,810.0,7.0,Detchd,69.0,SWISU,140000.0
5.0,1539.0,650.0,2.0,686.0,1904.0,2.0,958.0,8.0,Detchd,60.0,OldTown,157500.0
6.0,1165.0,1127.0,2.0,490.0,1966.0,1.0,1165.0,6.0,Attchd,82.0,NAmes,174900.0
5.0,1800.0,1800.0,0.0,0.0,1961.0,2.0,1800.0,10.0,Attchd,80.0,NAmes,141000.0
5.0,1416.0,876.0,3.0,720.0,1915.0,1.0,876.0,7.0,Detchd,100.0,OldTown,153900.0
5.0,1701.0,1390.0,2.0,611.0,1975.0,2.0,1701.0,6.0,Basment,69.0,Sawyer,171000.0
7.0,1775.0,740.0,2.0,425.0,1993.0,2.0,1006.0,7.0,Attchd,75.0,SawyerW,213000.0
5.0,864.0,864.0,1.0,338.0,1972.0,1.0,864.0,5.0,Attchd,36.0,CollgCr,133500.0
6.0,2358.0,907.0,2.0,360.0,1908.0,3.0,1307.0,10.0,Detchd,75.0,ClearCr,240000.0
6.0,1855.0,528.0,2.0,512.0,1976.0,2.0,1094.0,7.0,Attchd,80.0,Veenker,187000.0
6.0,848.0,848.0,2.0,420.0,2003.0,1.0,848.0,3.0,Attchd,36.0,CollgCr,131500.0
8.0,1456.0,1273.0,2.0,400.0,2003.0,2.0,1456.0,7.0,Attchd,69.0,Blmngtn,215000.0
7.0,1646.0,918.0,1.0,240.0,1941.0,2.0,918.0,7.0,Detchd,53.0,Crawfor,164000.0
6.0,1445.0,1127.0,2.0,645.0,1964.0,1.0,1445.0,7.0,Attchd,69.0,NAmes,158000.0
5.0,1779.0,1763.0,2.0,454.0,1955.0,1.0,1779.0,6.0,Attchd,102.0,Sawyer,170000.0
5.0,1040.0,1040.0,1.0,260.0,1962.0,1.0,1040.0,6.0,Detchd,69.0,Sawyer,127000.0
6.0,1026.0,940.0,2.0,576.0,1978.0,1.0,1026.0,5.0,Detchd,69.0,CollgCr,147000.0
6.0,1481.0,702.0,2.0,343.0,1994.0,2.0,702.0,6.0,Attchd,65.0,Gilbert,174000.0
7.0,1370.0,1090.0,2.0,479.0,1976.0,2.0,1370.0,6.0,Attchd,80.0,NWAmes,152000.0
6.0,2654.0,1054.0,2.0,619.0,1968.0,2.0,1512.0,9.0,Attchd,69.0,NWAmes,250000.0
7.0,1426.0,912.0,1.0,216.0,1918.0,1.0,912.0,7.0,Detchd,55.0,Crawfor,189950.0
5.0,1039.0,1039.0,2.0,504.0,1965.0,1.0,1039.0,6.0,Attchd,75.0,Sawyer,131500.0
6.0,1097.0,1040.0,2.0,480.0,1984.0,2.0,1097.0,6.0,Attchd,81.0,SawyerW,152000.0
5.0,1148.0,1148.0,1.0,672.0,1959.0,1.0,1148.0,6.0,Attchd,70.0,NAmes,132500.0
7.0,1372.0,1372.0,2.0,529.0,2007.0,2.0,1372.0,6.0,Attchd,72.0,Somerst,250580.0
5.0,1002.0,1002.0,2.0,902.0,1970.0,1.0,1002.0,5.0,Detchd,69.0,NAmes,148500.0
8.0,1646.0,1638.0,3.0,870.0,2006.0,2.0,1646.0,6.0,Attchd,67.0,Timber,248900.0
4.0,1120.0,1040.0,2.0,544.0,1961.0,1.0,1120.0,5.0,Attchd,85.0,Sawyer,129000.0
5.0,2320.0,0.0,2.0,672.0,1948.0,2.0,1547.0,7.0,Attchd,69.0,Gilbert,169000.0
7.0,1949.0,1050.0,2.0,574.0,1993.0,2.0,1062.0,8.0,Attchd,80.0,SawyerW,236000.0
5.0,894.0,894.0,1.0,308.0,1962.0,1.0,894.0,5.0,Detchd,60.0,NAmes,109500.0
6.0,1682.0,804.0,2.0,523.0,1998.0,2.0,804.0,7.0,Attchd,70.0,CollgCr,200500.0
5.0,910.0,105.0,2.0,414.0,1953.0,1.0,910.0,5.0,Attchd,74.0,NAmes,116000.0
5.0,1268.0,832.0,1.0,288.0,1949.0,1.0,1036.0,6.0,Attchd,60.0,NAmes,133000.0
5.0,1131.0,676.0,1.0,200.0,1941.0,1.0,676.0,5.0,Detchd,52.0,OldTown,66500.0
8.0,2610.0,1184.0,2.0,550.0,2007.0,2.0,1184.0,11.0,BuiltIn,75.0,Somerst,303477.0
4.0,1040.0,1064.0,2.0,648.0,1963.0,1.0,1040.0,5.0,Attchd,94.0,Mitchel,132250.0
9.0,2224.0,1462.0,3.0,738.0,2004.0,2.0,1462.0,10.0,Attchd,74.0,NridgHt,350000.0
5.0,1155.0,1109.0,2.0,576.0,1961.0,1.0,1155.0,6.0,Detchd,88.0,Sawyer,148000.0
5.0,864.0,864.0,1.0,336.0,1978.0,1.0,864.0,6.0,Attchd,69.0,CollgCr,136500.0
5.0,1090.0,1090.0,2.0,450.0,2005.0,1.0,1090.0,5.0,Attchd,60.0,Edwards,157000.0
7.0,1717.0,1156.0,2.0,400.0,1990.0,2.0,1187.0,7.0,Attchd,44.0,Timber,187500.0
6.0,1593.0,808.0,2.0,389.0,1992.0,2.0,808.0,7.0,BuiltIn,69.0,Gilbert,178000.0
4.0,2230.0,795.0,1.0,440.0,1912.0,1.0,954.0,10.0,Detchd,60.0,SWISU,118500.0
5.0,892.0,892.0,1.0,288.0,1967.0,1.0,892.0,5.0,Attchd,65.0,NAmes,100000.0
9.0,1709.0,1698.0,2.0,506.0,1999.0,2.0,1709.0,5.0,Attchd,50.0,Somerst,328900.0
5.0,1712.0,1626.0,2.0,588.0,1959.0,2.0,1712.0,8.0,Attchd,70.0,NAmes,145000.0
5.0,1393.0,816.0,1.0,300.0,1955.0,1.0,872.0,8.0,Attchd,59.0,Edwards,135500.0
8.0,2217.0,2217.0,2.0,621.0,1970.0,2.0,2217.0,8.0,Attchd,95.0,NAmes,268000.0
6.0,1505.0,1505.0,2.0,505.0,1953.0,1.0,1505.0,6.0,Attchd,128.0,NAmes,149500.0
5.0,924.0,672.0,2.0,576.0,1949.0,1.0,672.0,6.0,Detchd,60.0,NAmes,122900.0
6.0,1683.0,918.0,2.0,440.0,1978.0,2.0,918.0,7.0,Attchd,70.0,Sawyer,172500.0
6.0,1068.0,1059.0,1.0,264.0,1963.0,1.0,1068.0,6.0,Attchd,70.0,Sawyer,154500.0
5.0,1383.0,1383.0,1.0,354.0,1954.0,1.0,1383.0,6.0,Attchd,69.0,Sawyer,165000.0
5.0,1535.0,0.0,2.0,400.0,1979.0,2.0,1535.0,8.0,Attchd,64.0,SawyerW,118858.0
6.0,1796.0,780.0,2.0,483.0,1963.0,1.0,983.0,8.0,Attchd,71.0,NAmes,140000.0
4.0,951.0,951.0,1.0,327.0,1936.0,1.0,951.0,6.0,Detchd,50.0,IDOTRR,106500.0
5.0,2240.0,0.0,2.0,528.0,1979.0,2.0,1120.0,12.0,Detchd,64.0,SawyerW,142953.0
9.0,2364.0,2330.0,3.0,820.0,2009.0,2.0,2364.0,11.0,Attchd,100.0,NridgHt,611657.0
5.0,1236.0,912.0,1.0,288.0,1961.0,1.0,1236.0,6.0,Attchd,65.0,Sawyer,135000.0
4.0,858.0,858.0,1.0,684.0,1971.0,1.0,858.0,4.0,Detchd,69.0,NAmes,110000.0
5.0,1306.0,992.0,1.0,756.0,1957.0,1.0,1306.0,5.0,Detchd,64.0,NAmes,153000.0
7.0,1509.0,783.0,2.0,393.0,2003.0,2.0,807.0,8.0,Attchd,63.0,Gilbert,180000.0
7.0,1670.0,1670.0,3.0,690.0,2006.0,2.0,1670.0,7.0,Attchd,50.0,Gilbert,240000.0
5.0,902.0,876.0,1.0,288.0,1967.0,1.0,902.0,6.0,Attchd,69.0,Sawyer,125500.0
5.0,1063.0,1056.0,1.0,280.0,1954.0,1.0,1063.0,6.0,Attchd,80.0,NAmes,128000.0
8.0,1636.0,1623.0,3.0,865.0,2006.0,2.0,1636.0,8.0,Attchd,116.0,Somerst,255000.0
7.0,2057.0,1017.0,1.0,180.0,1936.0,1.0,1020.0,6.0,Attchd,86.0,Crawfor,250000.0
5.0,902.0,864.0,2.0,484.0,1983.0,1.0,902.0,5.0,Attchd,69.0,Mitchel,131000.0
6.0,1484.0,742.0,2.0,390.0,2005.0,2.0,742.0,8.0,Attchd,149.0,Gilbert,174000.0
5.0,2274.0,1105.0,2.0,480.0,1960.0,2.0,1105.0,12.0,Detchd,80.0,NAmes,154300.0
5.0,1268.0,1268.0,1.0,252.0,1977.0,1.0,1268.0,5.0,Detchd,69.0,CollgCr,143500.0
5.0,1015.0,768.0,1.0,450.0,1925.0,1.0,1015.0,6.0,Detchd,51.0,BrkSide,88000.0
5.0,2002.0,1001.0,3.0,871.0,1949.0,2.0,1001.0,8.0,2Types,82.0,Crawfor,145000.0
6.0,1224.0,612.0,2.0,528.0,2009.0,2.0,612.0,4.0,Detchd,30.0,Somerst,173733.0
4.0,1092.0,546.0,1.0,286.0,1970.0,1.0,546.0,6.0,Attchd,21.0,MeadowV,75000.0
2.0,480.0,480.0,1.0,308.0,1949.0,0.0,480.0,4.0,Detchd,50.0,IDOTRR,35311.0
4.0,1229.0,1134.0,1.0,284.0,1956.0,1.0,1229.0,6.0,Attchd,69.0,Edwards,135000.0
7.0,2127.0,1104.0,3.0,833.0,1991.0,2.0,912.0,8.0,Attchd,103.0,SawyerW,238000.0
6.0,1414.0,1184.0,2.0,601.0,1958.0,1.0,1414.0,6.0,Attchd,87.0,NAmes,176500.0
6.0,1721.0,928.0,2.0,471.0,1994.0,2.0,936.0,7.0,Attchd,70.0,SawyerW,201000.0
5.0,2200.0,1272.0,0.0,0.0,1900.0,2.0,1272.0,9.0,Attchd,67.0,Edwards,145900.0
6.0,1316.0,1316.0,2.0,397.0,2005.0,2.0,1316.0,6.0,Attchd,65.0,Gilbert,169990.0
6.0,1617.0,1604.0,2.0,533.0,1993.0,2.0,1617.0,5.0,Attchd,50.0,SawyerW,193000.0
6.0,1686.0,1686.0,2.0,612.0,1980.0,2.0,1686.0,7.0,Attchd,79.0,NWAmes,207500.0
5.0,1126.0,1126.0,2.0,540.0,1977.0,2.0,1126.0,6.0,Attchd,69.0,NWAmes,175000.0
8.0,2374.0,1181.0,3.0,656.0,2003.0,2.0,1234.0,10.0,BuiltIn,93.0,NridgHt,285000.0
7.0,1978.0,832.0,2.0,486.0,1968.0,2.0,1098.0,9.0,Attchd,69.0,NWAmes,176000.0
8.0,1788.0,1753.0,2.0,522.0,2001.0,2.0,1788.0,7.0,Attchd,69.0,CollgCr,236500.0
7.0,2236.0,964.0,2.0,642.0,1997.0,2.0,993.0,8.0,BuiltIn,69.0,Gilbert,222000.0
8.0,1466.0,1466.0,3.0,610.0,2007.0,2.0,1466.0,7.0,Attchd,73.0,Timber,201000.0
5.0,925.0,925.0,1.0,429.0,1965.0,1.0,925.0,5.0,Detchd,70.0,NAmes,117500.0
9.0,1905.0,1905.0,3.0,788.0,2006.0,2.0,1905.0,8.0,Attchd,84.0,Somerst,320000.0
7.0,1500.0,1500.0,2.0,570.0,2004.0,2.0,1500.0,6.0,Attchd,63.0,CollgCr,190000.0
7.0,2069.0,585.0,2.0,505.0,1960.0,2.0,2069.0,9.0,Attchd,313.0,NAmes,242000.0
4.0,747.0,600.0,2.0,528.0,1926.0,1.0,747.0,5.0,Detchd,52.0,BrkSide,79900.0
7.0,1200.0,1176.0,2.0,555.0,2003.0,2.0,1200.0,5.0,Attchd,67.0,SawyerW,184900.0
7.0,1971.0,1113.0,2.0,689.0,2005.0,2.0,1113.0,8.0,Attchd,75.0,Somerst,253000.0
7.0,1962.0,1391.0,3.0,868.0,2006.0,2.0,1391.0,7.0,Attchd,73.0,CollgCr,239799.0
7.0,2403.0,1032.0,1.0,349.0,1940.0,2.0,1207.0,10.0,Attchd,69.0,ClearCr,244400.0
6.0,1728.0,1728.0,2.0,574.0,1976.0,2.0,1728.0,8.0,Attchd,55.0,Mitchel,150900.0
